50,44,36,26,26,25,27,26,26,27,27,26,31,36,26,26,24,27,26,28,27,25,26,19,26,29,32,32,35,31,25,22,20,22,27,25,22,25,24,32,27,33,29,29,29,41,33,35,36,41,36,27,26,23,27,31,28,33,37,37,37,27,29,26,27,25,29,30,25,29,33,31,33,25,26,21,21,16,13,13,12,9,12,10,9,13,12,17,15,11,17,18,23,22,26,26,30,31,29,23,
36,42,31,29,28,28,27,25,32,30,26,27,26,28,24,26,20,19,25,23,30,31,27,18,23,25,20,19,17,18,22,18,19,23,29,35,28,28,28,26,26,26,17,13,15,19,17,12,12,14,15,13,13,5,2,3,4,10,13,18,22,21,21,23,23,22,20,23,15,21,22,27,26,26,18,24,17,17,15,17,20,26,26,29,33,37,35,40,33,32,27,24,27,31,29,35,30,33,27,20,
46,47,28,29,24,24,19,16,20,20,24,20,14,10,8,8,9,8,9,10,11,11,14,18,13,14,16,19,21,24,26,28,27,26,27,28,21,30,34,22,32,32,28,37,27,33,27,24,31,32,37,37,39,40,41,33,33,34,30,28,33,33,26,29,33,34,39,30,30,30,34,28,27,32,26,32,36,38,39,31,35,26,19,23,24,20,15,16,19,19,16,16,17,8,9,8,10,17,23,26,
44,41,27,20,16,22,27,29,27,22,30,34,36,37,29,29,27,23,25,25,22,24,21,23,26,28,26,24,20,25,23,26,21,14,11,15,13,18,19,17,21,22,22,29,31,33,26,20,21,21,22,25,22,23,24,25,23,29,28,27,36,31,25,23,18,22,14,14,10,12,15,22,29,33,30,26,26,33,28,31,31,31,24,23,21,28,20,20,18,18,27,29,24,17,21,24,23,30,27,30,
44,35,35,34,27,30,32,33,35,26,29,30,32,27,26,39,34,34,39,31,32,35,30,25,21,22,17,18,22,16,17,16,19,22,26,25,31,29,23,23,23,24,17,14,11,10,11,16,17,19,23,29,30,25,23,22,28,29,32,29,36,30,30,38,39,32,31,23,28,32,24,27,35,29,27,24,23,21,27,18,13,12,13,13,14,19,15,17,18,15,14,20,15,18,23,18,19,27,23,17,
48,36,34,26,26,22,23,24,27,31,28,33,38,40,34,29,28,27,28,28,29,27,30,31,26,30,31,34,29,28,31,33,35,36,35,36,38,40,37,35,36,28,25,28,21,17,18,23,21,14,21,19,22,23,26,23,25,22,39,33,27,26,26,31,26,23,23,28,21,17,18,19,16,16,19,26,27,25,31,32,32,26,29,28,36,34,35,27,24,18,24,23,23,21,18,16,21,25,22,21,
42,36,38,39,38,39,41,35,26,29,26,28,24,24,19,17,12,16,20,18,18,16,18,12,14,14,11,9,11,9,7,6,8,13,15,13,16,18,19,19,19,23,22,22,29,27,31,35,32,32,32,31,25,28,25,30,30,23,25,26,30,29,28,26,22,24,26,24,31,30,27,28,31,24,25,27,21,26,26,30,35,33,39,30,29,30,28,37,40,34,28,26,22,24,26,27,30,25,29,34,
46,43,42,39,34,22,19,17,14,12,15,22,27,26,32,33,29,30,30,24,26,25,29,23,23,14,23,24,29,28,30,27,29,27,31,28,30,27,22,19,18,12,19,18,18,21,22,19,18,21,26,23,22,21,23,24,24,25,33,34,34,31,38,31,29,27,32,26,36,30,28,15,19,22,24,27,26,25,27,27,33,34,26,27,26,30,31,30,27,30,28,23,19,16,12,15,14,17,15,14,
48,50,45,44,40,35,37,39,28,23,20,22,22,24,25,21,23,25,25,26,29,33,28,25,24,25,32,33,28,25,24,26,30,27,27,25,26,27,31,30,29,25,28,22,15,17,20,25,29,24,30,34,21,20,21,21,16,20,27,29,23,23,27,25,33,34,29,27,37,27,23,26,41,34,39,28,22,22,21,23,22,27,27,26,25,17,18,15,17,19,21,23,28,33,24,21,24,21,17,21,
39,32,38,33,26,32,31,31,30,30,26,22,28,32,31,33,33,28,26,23,25,22,19,29,27,28,25,31,38,40,35,29,31,32,28,35,30,24,27,32,35,38,40,33,30,28,27,26,26,28,22,20,28,25,18,17,22,20,17,20,17,24,21,21,20,24,25,20,18,21,23,19,16,13,12,12,19,21,26,26,21,19,20,24,17,17,25,24,24,20,27,29,29,29,28,24,23,29,36,27,
45,46,44,42,34,27,26,24,24,27,33,25,26,22,15,19,29,29,26,24,27,30,33,33,32,32,27,23,18,21,18,17,17,22,20,22,21,24,19,21,26,23,22,20,19,23,24,24,28,32,30,33,31,29,28,32,30,32,34,33,32,31,27,33,30,35,36,24,25,30,28,28,27,27,23,21,14,19,24,27,27,32,26,34,36,29,27,27,22,17,22,21,20,25,23,29,25,27,25,27,
40,26,23,24,20,22,22,27,30,21,24,22,20,23,20,21,21,22,18,23,26,29,30,24,23,22,24,21,20,23,22,24,28,32,34,29,25,22,27,27,23,27,25,24,27,27,29,37,30,33,33,33,32,33,29,29,40,38,39,35,38,39,38,36,36,28,29,29,24,27,28,27,30,30,28,28,23,25,28,26,26,22,25,24,21,19,18,20,18,21,15,11,11,13,15,12,12,15,18,19,
39,38,36,36,32,33,37,23,24,25,28,29,35,36,31,24,32,32,27,30,33,34,30,34,30,32,29,37,34,31,35,29,23,27,29,23,24,26,28,23,25,16,18,28,30,21,21,21,29,26,26,24,21,28,29,33,37,30,30,29,33,31,28,29,28,31,28,27,29,30,33,30,29,32,34,27,25,29,30,33,30,27,26,18,14,14,14,17,14,18,25,22,22,29,36,28,26,27,27,20,
47,36,32,30,34,30,32,32,28,30,28,24,25,31,31,34,38,38,32,25,29,26,28,31,28,27,25,17,23,24,18,19,17,16,11,17,14,15,15,21,18,23,23,25,33,32,31,32,29,28,27,27,31,25,29,24,25,24,27,34,30,34,35,28,21,16,15,15,19,22,18,20,22,20,19,20,20,15,14,14,7,7,5,8,7,10,13,22,21,18,19,15,10,19,25,27,25,27,25,22,
44,34,33,29,23,24,26,25,27,24,26,19,21,25,30,26,27,24,30,35,37,37,39,40,36,34,28,29,25,24,21,19,20,15,15,19,18,21,30,32,32,31,21,23,25,29,28,23,21,27,26,28,27,24,28,29,26,32,35,31,26,24,27,26,28,26,28,29,29,27,29,34,34,29,22,30,23,25,23,21,16,16,21,19,18,18,17,18,16,16,26,27,30,21,21,28,30,33,30,27,
42,31,36,35,29,31,32,30,29,24,22,18,17,21,22,18,23,23,23,32,25,23,19,22,25,27,25,19,11,16,15,20,22,28,24,21,26,32,25,28,33,25,29,33,30,25,28,28,25,22,27,27,29,31,31,32,29,34,32,31,26,25,20,23,17,25,24,21,16,17,18,19,19,19,22,22,21,20,20,23,23,24,26,28,31,29,28,24,25,35,38,35,33,32,32,23,21,25,31,29,
26,24,20,26,29,20,19,20,28,27,24,20,23,31,31,25,22,27,28,34,27,29,36,30,29,19,29,32,32,35,35,34,31,23,26,28,32,37,31,28,28,32,31,29,33,32,31,32,33,34,30,30,29,21,24,23,21,24,25,21,24,23,20,14,22,23,17,23,20,21,18,16,17,13,15,18,23,23,28,32,28,28,31,34,33,34,26,22,28,22,24,21,20,19,22,15,15,20,22,21,
43,40,32,35,33,32,34,33,39,39,39,33,22,21,22,22,22,20,16,17,21,23,22,24,24,18,21,24,25,28,29,31,24,26,26,29,33,23,25,25,22,25,18,15,15,12,17,24,24,18,19,18,17,22,23,23,27,25,20,20,16,13,19,17,16,23,19,21,25,18,19,20,20,24,32,37,31,23,25,28,28,28,24,26,28,22,26,28,26,14,23,23,21,22,19,21,27,26,26,18,
