57,55,38,42,49,45,45,30,34,32,33,36,33,25,26,26,32,37,38,38,44,49,39,39,43,37,39,36,32,28,29,32,29,30,28,29,28,38,38,39,37,37,37,34,34,39,37,29,33,36,44,39,33,36,39,39,38,37,33,25,21,21,22,26,31,33,38,46,41,38,34,26,28,27,28,29,30,28,25,22,36,35,33,39,39,44,40,36,35,37,33,34,34,36,23,20,24,34,32,38
53,49,45,47,39,32,33,41,40,37,33,30,29,34,32,35,36,39,38,45,44,36,34,36,33,27,23,29,25,30,28,31,40,35,38,37,34,41,37,53,44,39,34,37,43,42,41,34,41,37,27,26,32,33,30,31,24,28,31,27,33,26,27,23,24,31,28,33,37,23,30,26,28,27,25,30,31,30,25,32,31,29,29,36,35,34,31,38,42,45,47,40,40,46,42,31,35,29,30,31
42,37,47,35,32,39,31,31,37,29,30,25,34,34,28,30,31,32,42,44,42,38,34,35,36,35,26,24,26,27,29,31,31,43,44,43,47,49,48,46,44,45,40,43,36,39,43,40,31,35,32,32,33,33,37,41,32,22,20,21,22,28,34,28,33,24,27,28,28,26,26,30,34,35,31,28,24,25,23,32,38,26,21,28,29,32,34,33,31,26,30,34,34,29,31,36,36,32,34,37
35,37,44,30,34,32,35,38,38,33,31,35,31,37,38,46,42,29,35,33,28,24,25,26,31,33,36,39,42,40,41,35,37,33,40,34,35,35,38,37,39,39,31,36,31,32,27,19,28,30,34,29,38,31,39,34,38,44,39,37,33,35,37,34,49,40,38,40,44,40,42,38,43,45,49,43,34,32,33,35,39,32,35,28,32,35,33,36,40,41,40,40,37,32,37,36,36,36,36,40
53,42,31,33,32,33,36,36,44,40,31,32,33,29,36,50,51,46,35,28,31,31,25,29,35,28,32,34,43,37,41,35,37,42,36,29,31,27,20,21,32,38,40,37,39,36,34,33,38,37,32,35,39,35,40,42,33,34,35,33,40,39,40,41,35,37,42,44,46,44,41,42,39,35,31,33,27,39,49,40,43,40,39,40,39,42,43,41,39,26,27,24,25,29,33,28,24,20,25,32
43,32,35,44,32,43,41,43,33,34,36,40,42,31,34,37,38,36,36,31,32,36,27,29,45,42,39,43,41,32,31,30,23,34,34,37,29,26,27,25,29,32,37,38,36,35,36,39,37,43,44,39,41,36,28,35,36,33,32,32,36,40,38,38,39,37,44,45,50,46,39,41,44,41,52,51,49,37,39,35,40,43,44,45,43,29,29,26,28,27,37,41,38,35,39,27,33,28,24,26
46,35,30,32,34,34,34,33,29,31,42,36,43,39,48,48,40,39,43,44,42,45,40,34,34,32,42,39,41,44,44,51,47,40,42,47,47,41,39,37,36,34,34,37,35,35,40,43,43,48,37,40,39,33,38,37,39,38,31,29,28,28,30,32,40,41,46,51,47,38,36,28,30,26,31,30,31,35,34,36,31,23,29,29,23,28,31,29,27,37,33,29,30,25,34,28,24,19,21,24
50,46,44,47,45,42,38,49,39,37,42,38,40,47,38,34,35,46,40,36,34,31,37,39,34,34,29,29,37,45,42,48,48,48,38,37,27,27,29,32,29,31,32,28,32,38,33,29,37,33,30,29,30,26,30,27,30,31,30,23,26,26,30,30,35,29,37,36,36,34,32,36,39,32,32,34,39,38,34,36,32,27,33,41,37,36,33,29,24,29,29,28,29,30,30,28,34,34,36,34
51,37,37,38,40,34,35,37,37,36,36,30,29,26,28,25,37,30,30,36,28,38,27,29,38,35,33,32,34,33,33,32,35,33,35,38,41,40,34,42,38,26,20,25,28,34,31,36,39,36,37,37,31,40,47,43,39,34,32,33,36,36,32,30,28,34,29,32,27,30,33,38,38,47,36,34,38,35,38,39,38,39,44,37,43,49,53,45,34,36,35,33,36,40,43,41,42,40,33,24
52,44,41,33,40,32,30,35,28,29,38,30,30,28,32,40,43,48,47,35,33,36,34,25,27,29,36,28,32,33,31,42,41,29,29,26,28,31,36,41,30,38,43,46,37,34,39,42,32,31,40,38,43,43,33,38,46,37,33,42,41,42,40,35,44,39,31,35,35,28,34,28,29,34,36,36,32,29,31,30,28,29,30,38,34,39,44,39,37,36,38,34,29,26,29,24,23,25,30,35
44,30,37,35,35,36,33,38,35,34,32,29,27,31,29,32,29,32,37,38,53,44,38,42,36,33,33,37,38,35,43,42,47,46,40,38,33,29,27,29,34,32,33,36,36,29,35,27,33,38,29,28,31,36,33,33,40,42,35,40,44,40,38,50,46,35,44,35,31,33,30,38,40,41,44,35,43,39,36,34,36,43,37,44,41,30,33,37,38,34,31,25,16,21,28,36,39,35,36,34
43,35,35,31,35,34,38,31,31,33,35,38,45,42,32,29,19,25,16,14,14,14,23,19,25,27,33,36,47,39,33,39,42,40,47,43,43,33,33,24,23,27,33,33,41,43,39,32,44,38,39,37,34,36,43,43,36,45,41,37,28,29,28,29,26,27,39,37,41,38,33,37,30,29,31,32,36,31,39,37,40,43,42,39,38,40,31,30,29,23,22,25,35,36,38,40,42,39,35,31
39,34,36,36,35,31,32,30,37,37,40,35,32,35,30,29,35,41,43,43,35,45,39,46,34,33,39,37,34,29,33,36,33,34,37,35,38,35,33,32,36,43,37,44,33,28,30,29,25,28,28,31,31,31,40,43,41,38,36,33,35,37,35,33,44,41,40,31,36,31,27,29,33,33,37,41,42,39,33,35,34,35,38,36,38,37,36,41,29,33,36,28,34,41,41,41,43,29,24,29
54,39,34,41,44,39,36,32,33,33,41,36,38,39,43,33,30,35,30,36,40,47,43,48,43,48,47,44,46,46,47,47,40,38,33,31,30,31,29,25,28,25,25,22,23,31,37,40,39,44,36,40,34,34,39,33,37,27,28,30,37,35,32,22,19,23,28,20,28,32,39,43,33,36,36,31,36,31,31,33,39,35,43,42,46,47,38,39,43,35,42,37,41,39,33,38,41,37,30,37
50,45,38,34,34,44,42,47,39,38,36,39,41,45,32,31,30,31,26,26,28,24,29,35,33,39,45,40,35,31,31,33,30,32,41,33,32,34,34,31,35,28,26,34,38,45,46,39,30,30,35,31,35,33,32,37,38,39,23,23,30,29,26,29,30,34,40,43,43,38,41,34,37,38,37,36,35,39,40,39,42,40,40,39,38,32,28,31,31,32,31,29,31,38,39,29,41,39,39,38
39,28,24,25,22,24,23,21,27,25,26,30,22,31,27,30,26,34,27,36,38,52,41,43,52,49,46,39,44,39,33,36,30,23,35,30,30,32,29,35,38,39,42,37,39,38,39,37,47,44,39,36,37,35,34,34,40,46,37,35,34,32,25,32,30,34,35,30,37,36,36,36,31,32,35,46,41,38,38,37,37,42,42,46,38,31,30,36,31,28,24,28,34,29,34,31,37,42,34,35
46,43,38,39,40,37,38,48,33,37,42,34,33,36,41,38,33,39,44,41,40,36,44,38,31,27,31,36,29,37,31,30,30,34,42,45,43,43,46,36,43,39,33,29,36,40,37,36,36,34,36,34,35,31,27,27,28,37,40,41,36,36,47,39,27,30,31,34,34,34,34,29,31,39,40,36,41,39,43,41,45,46,40,41,39,44,40,39,37,28,29,33,29,25,28,32,32,36,28,32
42,36,44,41,40,44,38,42,39,34,29,42,40,41,40,38,48,44,38,41,40,25,34,39,39,38,36,34,39,43,44,37,33,33,35,36,34,37,35,39,40,36,47,35,35,30,29,31,35,26,34,32,36,38,38,35,31,34,29,28,28,37,36,38,34,36,42,26,31,35,35,39,35,30,36,25,25,28,39,44,36,40,36,32,35,28,29,32,34,31,43,41,41,37,29,31,26,31,34,26
44,37,33,40,46,46,35,30,33,31,39,38,36,46,42,31,34,37,41,43,43,42,30,25,23,22,21,25,36,34,35,29,29,29,37,42,33,29,33,25,21,26,31,38,31,24,30,40,38,34,36,30,35,36,41,37,37,40,46,44,31,30,27,32,33,35,35,36,34,35,30,29,35,34,33,34,36,33,21,22,18,19,25,30,31,36,28,27,33,26,24,22,24,24,26,27,34,31,36,35
43,38,41,38,39,42,38,41,42,47,41,38,37,41,40,46,46,37,44,45,46,43,41,37,31,29,30,27,34,28,25,34,35,37,28,37,37,40,32,31,32,25,24,23,27,31,30,29,26,21,22,24,30,27,23,25,27,27,36,32,30,34,34,35,37,45,46,48,42,46,46,44,37,42,41,37,32,29,31,25,32,37,43,39,35,33,38,42,39,39,42,39,40,37,34,35,37,38,29,29
36,33,35,32,31,23,29,35,31,31,33,32,40,41,36,49,33,33,36,42,36,43,50,40,36,33,29,27,36,36,41,41,39,42,41,35,33,34,31,37,28,29,28,30,23,26,23,22,33,32,29,28,26,18,26,29,34,34,35,27,27,25,26,29,35,30,37,29,36,36,43,41,43,43,38,39,33,29,41,32,33,27,25,26,34,33,38,39,36,31,41,41,53,45,46,41,43,34,31,28
41,36,38,34,42,40,40,42,39,41,40,42,40,37,43,37,43,45,47,41,35,37,45,40,42,43,44,42,46,40,39,28,20,17,25,30,27,27,25,24,21,23,28,25,37,38,34,32,37,40,43,40,40,36,36,37,29,22,29,27,28,31,27,27,28,27,33,29,27,21,25,26,27,26,31,31,29,31,32,37,26,27,29,32,29,33,44,39,41,40,38,40,31,28,30,23,24,23,27,30
39,34,35,36,37,36,38,31,38,33,38,34,33,32,41,37,38,28,23,20,27,34,36,32,42,43,38,47,48,39,39,45,44,30,32,33,33,35,26,28,23,31,29,29,31,29,34,42,46,46,46,35,37,37,38,32,34,19,33,28,31,28,36,36,34,33,32,31,33,33,28,30,30,32,31,30,29,26,23,33,45,46,41,38,40,38,39,33,34,31,30,28,32,28,30,25,30,33,36,38
40,39,40,33,29,43,36,38,40,31,24,22,25,29,33,34,31,32,37,32,33,31,29,31,35,34,37,33,41,42,42,39,40,44,45,33,45,35,31,45,38,48,45,48,31,41,32,36,41,38,44,47,42,48,51,42,42,45,49,43,40,35,39,32,33,29,32,29,23,20,15,14,17,16,21,26,29,31,29,36,45,36,44,38,42,37,35,34,40,31,34,29,39,40,35,29,33,33,36,29
48,43,43,41,42,37,32,26,28,30,35,39,38,33,31,35,43,42,39,35,35,31,35,30,34,31,31,18,21,26,26,26,29,30,29,32,29,34,36,42,49,48,40,43,33,31,33,31,36,36,44,37,30,33,35,36,33,44,36,29,25,35,42,38,44,34,32,31,38,33,23,31,35,39,31,31,28,26,21,18,16,16,15,23,29,32,32,34,26,28,28,27,29,34,33,30,30,30,29,35
46,43,35,32,32,33,28,28,29,26,24,27,29,30,32,31,35,35,30,24,28,33,32,37,37,39,37,37,34,35,36,34,34,35,34,33,39,38,34,40,30,36,36,37,39,49,53,41,44,38,45,42,45,47,39,47,49,43,41,39,43,43,32,29,36,33,30,31,33,33,32,37,36,41,40,37,43,38,40,44,46,47,48,40,41,40,38,44,37,40,34,34,45,45,40,44,35,38,33,34
44,44,39,42,46,47,34,34,32,38,48,37,30,33,30,29,36,39,30,31,36,34,35,36,35,36,33,31,30,31,30,31,40,40,42,32,25,27,29,29,28,29,38,37,33,32,39,38,32,31,30,33,33,35,35,25,36,44,35,35,34,44,43,31,32,29,23,26,28,25,27,30,29,24,29,34,36,31,35,26,23,28,29,34,40,38,37,38,40,41,38,41,39,36,35,30,37,39,34,28
43,39,44,41,40,37,37,38,34,27,28,29,35,37,33,36,32,37,34,37,36,37,33,35,30,38,43,35,34,36,36,29,28,26,23,32,34,31,24,26,29,27,35,42,31,31,29,32,35,44,42,50,36,41,32,28,32,27,27,29,33,32,43,41,36,40,38,29,32,32,41,39,42,27,26,26,32,30,29,31,41,37,34,35,39,40,39,39,41,41,36,39,34,29,24,33,32,38,37,38
42,41,36,37,29,32,37,38,40,35,33,39,37,31,39,35,35,39,24,26,30,26,28,27,28,31,32,26,29,33,28,26,33,31,34,37,38,41,47,48,49,39,37,37,34,30,33,40,34,35,35,37,36,35,34,33,30,35,24,28,28,22,33,33,33,41,39,33,26,30,27,31,32,39,43,38,40,33,36,36,41,44,44,43,40,35,38,46,43,41,35,39,48,37,41,39,43,38,36,48
36,34,28,33,36,29,31,34,31,28,35,36,42,35,39,37,33,37,33,41,43,46,54,39,43,35,35,38,45,37,46,39,41,39,38,35,36,37,38,31,22,20,20,16,19,25,28,23,25,25,31,34,32,34,44,31,25,26,35,28,24,27,26,36,37,36,38,38,32,33,31,28,31,41,47,43,40,34,35,29,32,36,31,36,41,30,32,27,29,32,35,39,41,35,42,33,40,38,34,36
41,39,34,29,29,34,26,27,25,25,33,34,39,34,37,30,29,40,39,40,41,47,42,39,36,35,36,36,32,38,48,41,40,35,29,28,29,29,29,32,37,38,37,30,32,30,37,32,33,38,38,32,35,37,40,48,42,43,41,34,33,36,29,35,31,42,36,45,34,32,35,39,32,33,29,35,39,33,34,37,31,37,39,37,30,30,27,34,32,38,40,34,31,31,27,34,28,25,30,27
46,44,43,44,41,39,35,32,28,33,38,36,37,37,41,45,42,35,39,30,36,42,48,45,47,43,42,51,47,44,32,32,30,30,33,35,38,32,26,21,25,31,28,34,36,36,33,44,40,34,38,29,25,31,32,34,31,34,33,29,35,37,42,36,39,26,38,28,29,36,40,40,33,31,25,29,32,35,36,33,31,38,39,36,29,28,25,28,28,32,29,32,34,33,26,27,27,34,41,43
53,51,54,48,33,41,33,38,47,41,48,44,42,40,31,27,30,26,29,31,30,31,27,34,34,38,40,36,36,37,37,35,33,32,36,39,45,46,40,40,33,29,31,32,38,45,45,43,35,34,32,30,31,30,37,39,43,45,39,36,33,30,28,25,19,24,31,36,35,32,33,28,28,35,32,39,37,32,35,40,48,45,41,41,33,42,48,45,44,36,34,38,38,34,35,32,36,41,36,36
31,27,36,40,40,40,34,31,33,34,36,31,38,35,34,29,21,24,19,24,25,25,28,30,31,38,33,29,32,40,31,30,36,36,37,29,33,38,41,42,42,44,41,44,39,35,38,38,34,29,37,34,27,34,31,39,31,30,38,35,47,42,40,36,36,44,39,38,35,38,36,35,34,35,33,29,28,31,33,27,27,32,34,27,27,24,22,30,26,24,29,28,29,35,32,26,29,27,31,30
35,29,27,30,36,39,30,29,33,34,39,50,47,46,41,36,31,39,34,30,33,39,34,30,33,32,28,23,28,30,26,24,29,31,26,23,25,29,31,35,36,35,32,30,30,28,24,24,31,30,28,34,29,37,32,30,31,36,31,31,28,27,36,39,45,40,38,38,37,38,37,32,26,38,41,36,39,41,40,41,34,28,32,40,30,31,35,32,31,26,28,20,23,26,26,25,31,35,42,34
38,34,31,28,31,32,37,35,35,39,41,35,26,35,37,43,36,41,43,47,33,32,36,37,29,30,32,32,35,43,36,31,26,26,23,36,34,27,34,32,29,27,29,36,36,27,34,31,36,32,35,34,36,36,34,33,25,27,35,40,48,39,32,31,29,30,30,33,34,33,34,40,34,42,46,45,37,42,39,48,50,38,31,35,32,34,33,30,29,26,27,35,32,25,23,27,36,40,36,38
43,45,39,37,30,27,25,33,34,32,33,30,29,26,25,23,28,32,29,31,37,39,42,42,48,47,37,41,33,29,30,34,38,41,39,39,38,34,25,29,41,43,36,33,39,39,36,33,37,44,30,28,32,35,40,30,36,32,32,31,31,33,34,32,35,34,35,38,40,38,41,32,39,39,33,36,33,30,25,24,29,29,36,31,33,31,25,29,32,31,36,35,43,38,41,39,39,38,38,39
43,39,29,39,44,44,41,35,32,29,32,34,40,44,35,31,34,40,36,35,28,35,29,28,29,29,31,25,25,28,30,28,41,45,50,44,33,33,30,24,24,23,23,28,33,44,51,42,33,40,35,44,40,37,37,43,43,36,34,29,29,31,31,34,34,23,34,35,45,47,42,38,31,39,43,45,44,37,31,25,28,22,24,30,34,36,38,41,43,33,40,38,44,42,36,34,33,35,37,33
41,33,38,34,29,38,36,27,33,36,40,33,36,41,36,32,33,34,30,28,35,37,35,38,42,35,37,40,40,38,39,38,41,46,47,49,50,44,36,36,42,43,36,32,48,40,32,42,44,36,35,37,25,28,38,35,32,36,37,29,34,34,45,35,34,23,21,29,29,33,28,29,25,26,22,17,20,29,32,29,33,38,41,35,43,35,33,31,35,36,47,43,41,37,44,43,39,37,35,40
47,33,27,27,30,34,35,32,38,29,30,31,31,28,31,27,32,32,37,42,38,38,43,43,44,34,34,29,35,34,35,36,33,35,35,32,32,35,32,34,39,40,38,36,37,35,35,35,37,41,40,42,43,39,44,52,47,41,42,44,40,46,51,49,42,42,40,34,34,35,35,27,29,33,30,30,30,30,34,35,40,37,35,30,27,25,27,31,36,34,37,35,34,31,38,44,44,37,46,50
42,42,44,38,37,40,35,38,42,34,33,30,34,30,35,38,48,49,48,45,53,39,30,30,29,33,29,33,36,38,34,26,30,31,19,28,34,36,32,35,38,41,40,37,40,40,33,38,37,34,35,30,25,27,21,25,27,36,35,34,38,38,43,46,55,47,33,37,43,44,43,46,37,38,37,40,39,46,44,37,40,37,41,46,43,35,29,36,32,29,35,39,42,36,40,35,27,34,29,37
48,42,45,41,37,38,34,31,35,36,33,40,39,31,28,31,35,37,31,27,33,37,35,39,33,34,35,36,34,39,39,25,26,35,33,27,26,29,32,40,38,30,36,32,36,27,21,37,32,45,54,39,41,39,41,45,36,26,24,23,26,29,35,46,39,37,40,42,45,51,48,33,37,37,36,39,30,32,24,24,25,34,34,26,28,34,35,32,29,16,21,24,33,32,31,34,31,27,24,35
48,46,48,37,39,34,39,38,33,41,42,37,36,35,36,38,30,30,35,30,29,21,27,25,20,29,26,24,28,41,38,42,38,35,32,27,34,36,37,28,34,35,33,36,40,35,33,36,32,35,32,37,32,39,31,27,30,31,36,37,34,41,36,34,40,35,30,28,33,30,31,28,26,24,22,36,31,34,36,36,37,38,36,42,43,32,34,42,41,40,42,34,30,30,31,32,29,32,44,37
49,45,39,39,36,34,36,34,36,42,39,36,35,38,35,36,34,30,43,39,33,41,38,26,26,33,40,33,32,36,33,39,41,41,37,34,34,36,32,29,31,33,37,40,33,29,33,31,32,43,33,31,37,41,31,23,26,33,28,31,35,35,38,39,38,30,29,32,29,30,28,29,27,37,34,34,34,45,42,41,33,29,33,33,35,36,31,36,29,28,25,29,26,21,35,32,25,19,19,22
38,45,39,37,35,42,33,34,33,27,37,25,27,21,25,28,25,34,35,35,33,35,33,26,26,25,34,38,39,38,39,33,25,20,28,29,37,31,30,30,38,41,34,39,38,33,32,28,23,21,20,20,29,30,29,34,41,31,27,30,31,29,27,29,35,35,29,30,35,36,38,38,33,31,35,42,39,32,37,40,37,43,40,40,38,39,42,38,49,43,40,38,44,37,35,28,29,27,28,28
43,48,43,47,43,38,35,39,37,32,35,37,44,38,34,28,30,29,32,32,29,26,30,31,33,40,35,32,37,39,39,38,42,37,35,37,35,36,37,29,27,23,22,28,32,37,40,41,41,42,34,27,38,33,38,41,36,36,39,41,41,39,45,44,50,48,43,35,35,37,34,37,35,36,44,37,35,25,23,22,27,20,31,32,37,42,39,44,48,54,49,38,33,30,27,32,29,23,26,27
