55,46,36,33,35,34,30,25,19,19,20,26,22,24,30,35,37,40,37,30,26,31,31,32,26,34,35,25,25,25,19,15,19,23,26,23,22,24,27,27,17,20,24,25,31,29,31,26,24,25,28,21,19,15,8,7,11,14,21,31,28,26,25,22,18,21,25,19,24,22,19,21,22,23,27,34,26,28,29,29,31,25,25,24,27,30,35,36,26,22,18,17,20,25,19,20,22,17,13,14
59,45,36,25,26,30,34,33,33,30,28,25,25,18,26,21,24,32,29,22,22,25,25,22,28,22,26,27,27,30,29,28,29,29,25,25,24,28,20,27,26,27,37,30,37,33,33,30,28,31,25,25,26,27,26,27,24,23,21,20,31,33,29,32,26,22,22,23,20,24,22,24,21,21,20,23,31,29,24,25,23,25,21,19,14,14,16,14,13,18,13,13,18,16,23,22,23,17,16,16
55,45,36,40,46,37,36,31,28,30,33,30,32,30,22,25,28,28,23,24,23,23,27,26,35,26,23,29,24,15,18,15,15,21,22,22,27,29,34,37,40,49,28,30,29,26,24,23,31,28,25,32,43,36,37,31,31,27,25,26,27,30,29,33,26,37,36,40,40,32,27,26,28,29,29,26,25,25,17,23,20,13,16,18,16,16,17,24,28,29,29,31,32,33,33,32,33,30,23,29
67,49,41,37,29,31,32,27,29,26,24,24,21,14,15,20,19,21,23,17,25,31,30,36,26,28,33,35,24,21,20,22,18,29,26,22,18,20,20,21,27,23,25,23,22,21,23,24,26,23,22,27,19,20,23,22,19,23,19,17,26,29,27,31,28,24,23,21,26,30,23,19,20,24,27,24,31,35,34,28,25,27,31,32,30,39,40,27,30,28,33,28,30,29,22,25,33,27,24,27
65,47,46,37,28,22,27,29,27,26,23,23,18,15,18,19,15,21,20,16,15,16,19,18,24,22,26,22,20,17,21,27,29,33,29,25,26,25,24,24,23,27,21,28,28,19,15,20,16,12,14,14,14,11,6,3,3,3,2,3,4,4,3,3,6,5,5,4,5,4,9,8,11,12,16,19,15,16,16,10,15,23,26,23,28,31,33,26,24,28,31,33,35,40,36,35,41,34,27,20
62,49,40,32,24,22,23,26,30,29,25,32,28,35,24,26,31,28,28,19,18,19,21,24,18,18,23,27,36,29,24,23,21,23,16,17,15,17,19,17,13,21,29,29,24,32,23,31,36,38,28,30,35,30,31,35,35,33,26,19,19,23,22,23,26,20,25,24,26,19,22,27,29,27,29,30,28,21,21,22,23,21,27,26,26,23,26,25,28,32,30,22,16,18,19,20,22,23,21,18
54,40,38,31,34,33,27,27,29,31,24,24,33,36,32,32,35,35,36,39,34,39,24,24,21,20,29,28,28,30,35,28,28,28,30,31,31,30,34,31,26,28,31,29,30,30,25,29,29,36,34,28,25,21,28,31,32,26,24,21,21,19,25,21,27,31,35,37,35,27,23,25,19,15,24,21,19,18,17,14,9,11,15,17,22,25,19,13,14,14,18,15,14,13,7,7,15,14,10,10
59,43,38,34,25,33,35,39,28,29,27,30,27,31,32,31,28,22,14,14,12,9,7,10,8,11,5,5,3,2,3,5,5,9,11,18,19,20,19,20,22,21,25,29,32,24,27,24,26,26,22,22,19,19,25,20,23,26,34,28,33,34,31,25,17,17,22,26,20,17,19,22,23,24,23,22,26,21,24,27,38,27,23,27,25,27,28,23,37,37,32,34,32,29,24,28,28,24,29,23
61,44,36,31,32,37,44,37,32,35,28,23,23,27,28,31,38,34,26,23,27,33,34,35,33,35,37,25,23,29,27,21,16,18,15,9,10,9,14,19,15,18,18,21,24,24,26,32,27,23,24,24,29,32,28,24,21,21,21,21,20,27,33,29,24,24,29,33,38,40,35,37,28,24,23,19,23,16,12,15,14,16,16,18,18,25,24,20,21,21,25,25,19,16,20,27,24,22,25,22
66,48,41,32,36,29,28,28,22,20,17,21,25,26,27,28,26,32,24,29,28,27,24,20,18,19,13,10,14,15,10,14,14,18,21,19,15,19,20,20,19,22,21,23,25,27,27,25,29,29,21,26,23,26,30,30,32,33,32,25,28,31,30,35,37,34,36,40,42,34,35,37,27,20,24,28,27,26,22,21,20,22,27,32,32,34,28,25,32,22,25,20,23,31,26,26,24,23,25,26
