0,1
0,3
0,5
0,8
0,10
1,2
1,3
2,4
2,7
2,9
2,13
2,17
3,6
3,12
4,11
4,13
4,14
4,18
9,11
9,17
11,17
12,15
12,16
12,19
15,16
15,19
16,19
